Property,Room,Room Type,Total Res,Total Nights,Accom,Discount,Other,Total,Avg Accom,Avg Discount,Avg Other,Avg Daily Tariff,Occupancy (%),Profit
Highfield Hotel,27,Double En,60,113,17352.95,0,343.4,17696.35,289.22,0,5.72,153.57,15.44,17696.35
