Property,Room,Room Type,Total Res,Total Nights,Accom,Discount,Other,Total,Avg Accom,Avg Discount,Avg Other,Avg Daily Tariff,Occupancy (%),Profit
Grand Total:,,,4901,11775,1552603.45,0,20395.46,1572998.91,316.79,0,4.16,131.86,51.89,1572998.91
